ID;Guideword;Hazard;detailed_scenario;Hazardous event;severity;Severity rationale
188;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, a car is in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the adjacent lane""";S2; The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve into the adjacent lane. This could potentially lead to a side impact with a stationary object or another vehicle, or even a pedestrian/bicycle accident if they are present in the adjacent lane. The impact speed is likely to be low considering the vehicle was initially in its lane before the sudden swerve. Therefore, the severity is predicted to be S2, indicating severe and life-threatening injuries, but survival is probable.
189;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, there is a broken-down vehicle in the same lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the adjacent lane""";S2; The hazardous event involves a CAEM causing the vehicle to swerve into the adjacent lane which could potentially involve a collision with another vehicle or unprotected road user. Given the lateral motion and potential high speed, there is a high risk of severe and life-threatening injuries, especially if the vehicle collides with another vehicle or unprotected road user such as pedestrians or cyclists. However, survival is probable if immediate medical attention is provided.
190;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, a motorcycle is coming from the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the opposite lane""";S2; The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve into the opposite lane. This could potentially involve a collision with an oncoming vehicle or unprotected road users in the opposite lane, leading to severe and life-threatening injuries, especially if the impact speed is high. The severity is therefore predicted as S2, indicating severe and life-threatening injuries with survival probable.
191;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, a pedestrian is crossing the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian crossing""";S3; The hazardous event involves a vehicle swerving into a pedestrian crossing due to a lateral motion request from the CAEM, which could potentially result in a high-speed impact with unprotected road users such as pedestrians or cyclists. Given the nature of the event and the potential for high impact speed, the severity of harm could be life-threatening or fatal, hence the assignment to the highest severity class, S3.
192;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with a pedestrian crossing the road on zebra crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the pedestrian""";S3; The hazardous event involves a vehicle swerving towards a pedestrian, an unprotected road user, due to a lateral motion request by CAEM. Given the potential for a direct collision between the vehicle and the pedestrian, the severity is predicted to be S3, indicating life-threatening injuries with uncertain survival or fatal injuries. This is based on the assumption of medium to high impact speed, considering the sudden swerve, and the vulnerability of the pedestrian.
193;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with a car approaching from the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the opposite lane, risking a head-on collision""";S3;The hazardous event involves a potential head-on collision due to vehicle swerving into the opposite lane, which can cause severe damage and life-threatening injuries to the driver and passengers of both vehicles, as well as to unprotected road users in the vicinity. The impact speed, which is a crucial factor in determining the severity, could be high considering the vehicle may be moving at the maximum allowed speed. This scenario aligns with the examples provided for S3 severity class, such as a front collision with another vehicle with medium speed and passenger compartment deformation.
194;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with a stationary truck parked on the side""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the parked truck""";S2; The severity of the hazardous event is predicted as S2, as the CAEM's lateral motion request causing the vehicle to swerve towards the parked truck could lead to a side impact with a stationary object (the truck) at a potentially low speed. This could result in severe and life-threatening injuries for the driver or passengers of the ego vehicle, especially if they are not wearing seat belts or if the impact causes them to be thrown around inside the vehicle. The severity could be higher if there are unprotected road users such as pedestrians or cyclists nearby who could be hit by the swerving vehicle. The impact speed is a critical factor in this prediction and is assumed to be low based on the scenario description. However, the final severity value could change if more information about the actual impact speed and the presence of other road users is provided.
195;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with a cyclist moving in the same direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the cyclist""";S2; The hazardous event involves a vehicle swerving towards a cyclist, an unprotected road user. Given the lateral motion request by CAEM, the impact speed is likely to be low to moderate. However, considering the vulnerability of the cyclist, the severity of potential harm could be severe and life-threatening, although survival is probable. This is in line with the severity class S2.
196;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with a pedestrian crossing at signalized intersection""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the pedestrian""";S3; The hazardous event involves a pedestrian, an unprotected road user, who is at a higher risk of severe injuries. The vehicle swerving towards the pedestrian implies a potential direct impact which could result in life-threatening injuries (survival uncertain) or fatal injuries, hence the severity is classified as S3. The impact speed, while not explicitly mentioned, can be assumed to be at least medium given the nature of the event, further justifying the S3 severity level.
197;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with no other road user but a fallen tree on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the fallen tree""";S2; The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve towards a fallen tree. Considering the scenario, the impact speed is likely to be low to medium, as the vehicle is swerving to avoid a collision. However, the sudden swerving motion could potentially cause severe harm to the driver or passengers due to the sudden change in direction and potential impact with the fallen tree. Additionally, if there are unprotected road users nearby, they could also be at risk. Therefore, the severity is predicted as S2, indicating severe and life-threatening injuries, but survival is probable.
198;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Ego vehicle encounters a pedestrian crossing the road unexpectedly";CAEM produces a lateral motion request causing the vehicle to swerve into the bike lane where a cyclist is present;S2; The severity of the hazardous event is predicted as S2 as the event involves a vehicle swerving into a bike lane where a cyclist is present. This could result in severe and life-threatening injuries to the cyclist, especially if the vehicle is moving at a significant speed. The impact speed is a crucial factor in this scenario, and given the sudden lateral motion, it's likely to be high. The cyclist being an unprotected road user is at a higher risk of severe injury.
199;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Ego vehicle encounters a cyclist suddenly swerving into the vehicle's lane";CAEM produces a lateral motion request causing the vehicle to swerve into the opposite lane where another vehicle is present;S3; The hazardous event involves a lateral motion request by CAEM causing the vehicle to swerve into the opposite lane where another vehicle is present. This could lead to a front collision with the oncoming vehicle at a potentially high speed, given that the vehicles are in opposite lanes. The impact speed, which is a critical factor in determining the severity, could be high due to the combined speeds of the two vehicles. This scenario could result in life-threatening injuries (survival uncertain) or fatal injuries to the driver or passengers of both vehicles, hence the severity is predicted as S3.
200;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Ego vehicle encounters a stationary vehicle in the same lane";CAEM produces a lateral motion request causing the vehicle to swerve into the opposite lane where a truck is present;S3; The hazardous event involves a vehicle swerving into the opposite lane where a truck is present, which could lead to a high-speed collision. Considering the potential for a high impact speed and the size and weight of the truck, the severity of potential harm to the driver or passengers of the swerving vehicle could be life-threatening or fatal. This situation aligns with the examples given for severity class S3, such as a front collision with another vehicle with medium speed, and the potential for passenger compartment deformation.
201;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Ego vehicle encounters a large debris on the road";CAEM produces a lateral motion request causing the vehicle to swerve into the bike lane where a motorbike is present;S2; The severity of the hazardous event is predicted as S2 because the CAEM's lateral motion request causes the vehicle to swerve into the bike lane where a motorbike is present. This situation can lead to a collision with the motorbike at a potentially high speed, which can result in severe and life-threatening injuries to the motorbike rider, who is an unprotected road user. The impact speed, which is a crucial factor in determining the severity, is likely to be high due to the unexpected swerving of the vehicle. Despite the severity, survival is probable given the nature of the accident and the fact that it involves a motorbike rather than a pedestrian or cyclist.
202;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Ego vehicle encounters a fallen tree across the road";CAEM produces a lateral motion request causing the vehicle to swerve off the road into a heavy object;S3; The hazardous event involves a lateral motion request by CAEM causing the vehicle to swerve off the road and collide with a heavy object. This scenario is similar to the example provided for S3, where a vehicle collides with a stationary object with medium speed, potentially causing life-threatening injuries with survival uncertain. The severity of the impact would depend on the speed of the vehicle at the time of the collision, but given the description of the event, it is likely that the impact would cause severe damage to the passenger compartment, increasing the risk of fatal injuries.
203;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Encountering a cross intersection with green traffic signal, a bus is approaching from the right side""";"""CAEM produces a lateral motion request to the left, causing the ego vehicle to move into the bike lane where a cyclist is present""";S2; The severity of the hazardous event is predicted as S2, indicating severe and life-threatening injuries, considering the ego vehicle's intrusion into the bike lane where a cyclist is present. This situation presents a high risk of a collision with the cyclist at potentially high speeds, especially if the cyclist is unprotected and the ego vehicle is moving at a significant speed. The severity is not classified as S3 as the survival of the cyclist is probable given the nature of the accident and the potential for immediate medical attention.
204;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Encountering a cross intersection with red traffic signal, a truck is coming from the opposite direction""";"""CAEM produces a lateral motion request to the right, causing the ego vehicle to run a red light and potentially collide with the truck""";S3; The hazardous event involves the ego vehicle running a red light and potentially colliding with a truck, which could lead to a high-speed front collision with passenger compartment deformation. The severity is thus predicted as S3 due to the potential life-threatening injuries (survival uncertain) or fatal injuries. This is especially severe for the driver and passengers of the ego vehicle, and possibly the truck driver, considering the size and weight of the truck. The impact speed is likely to be high due to the lateral motion request to the right, further increasing the severity.
205;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Encountering a cross intersection with green traffic signal, a pedestrian is crossing the road from the left side""";"""CAEM produces a lateral motion request to the right, causing the ego vehicle to swerve into the bus lane where a bus is present""";S2; The hazardous event involves the ego vehicle swerving into a bus lane with a present bus, which could lead to a side impact with a larger moving object at potentially medium speed. This could cause severe and life-threatening injuries to the driver or passengers in the ego vehicle, as well as potential harm to the bus driver and passengers. The severity is therefore predicted as S2, due to the potential for severe injuries, but survival is probable given the nature of the accident and the safety measures present in both vehicles. The impact speed is a significant factor in this prediction, as a higher speed could increase the severity of the accident.
206;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Encountering a cross intersection with green traffic signal, a car is approaching from the left side""";"""CAEM produces a lateral motion request to the right, causing the ego vehicle to swerve into the bus lane where a bus is present""";S2; The severity of the hazardous event is predicted as S2 considering the potential for severe and life-threatening injuries to the driver or passengers of the ego vehicle and possibly the bus. The ego vehicle swerving into the bus lane where a bus is present could lead to a side impact with the bus at potentially high speeds, which could cause severe injuries. Furthermore, the bus passengers could also be at risk, depending on the impact speed and the bus's safety measures.
207;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Encountering a cross intersection with red traffic signal, a motorcycle is coming from the opposite direction""";"""CAEM produces a lateral motion request to the left, causing the ego vehicle to run a red light and potentially collide with the motorcycle""";S2; The severity is predicted as S2 as the ego vehicle running a red light could potentially collide with a motorcycle, which is an unprotected road user. The impact speed could be significant given the scenario, leading to severe and life-threatening injuries. However, survival is probable as the collision may not result in passenger compartment deformation.
208;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight multi-lane road that transitions into a bridge with solid line markings and pedestrian sidewalks with an oncoming truck""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, leading to a collision with the truck""";S2;The severity of the hazardous event is predicted as S2 because the CAEM's unexpected lateral motion request can lead to a collision with the truck, which could potentially result in severe and life-threatening injuries for the driver or passengers of the ego vehicle or the truck. The impact speed could be significant given the suddenness of the event, further increasing the severity.
209;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight multi-lane road that transitions into a bridge with solid line markings and pedestrian sidewalks with a pedestrian crossing the road""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, leading to a collision with the pedestrian""";S2; The severity of the hazardous event is predicted as S2 because the CAEM's unexpected lateral motion could lead to a collision with a pedestrian. Given that pedestrians are unprotected road users, even a low-speed collision can cause severe and potentially life-threatening injuries, although survival is probable. The impact speed is assumed to be low as there was no hazardous collision object in the vicinity, which would have necessitated a high-speed manoeuvre.
210;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight multi-lane road that transitions into a bridge with solid line markings and pedestrian sidewalks with a cyclist riding in the same direction""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, leading to a collision with the cyclist""";S2; The hazardous event involves a collision with a cyclist, which is likely to result in severe and life-threatening injuries considering the vulnerability of the cyclist. The severity is elevated due to the unexpected lateral motion of the CAEM, potentially leading to higher impact speed and thus, greater harm.
211;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight multi-lane road that transitions into a bridge with solid line markings and pedestrian sidewalks with a heavy object on the road""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, leading to a collision with the heavy object""";S2; The severity of the hazardous event is predicted as S2 due to the fact that the CAEM's unexpected lateral motion could lead to a collision with a heavy object. This could result in severe and life-threatening injuries to the driver or passengers of the ego vehicle, especially if the impact speed is high. The severity is not predicted as S3 because there is no mention of a high-speed collision or passenger compartment deformation.
212;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Vehicle entering a roundabout with debris on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into debris on the road""";S1; The hazardous event involves the vehicle swerving into debris on the road due to a lateral motion request by CAEM. This event does not involve collision with other vehicles or unprotected road users, and the impact speed would be determined by the vehicle's speed at the time of the event. The severity is predicted as S1, as the event could lead to light and moderate injuries due to possible impact with the vehicle interior during the swerve, similar to a side impact with a narrow stationary object at very low speed. However, severe or life-threatening injuries are unlikely as there is no collision with other vehicles or objects that could cause passenger compartment deformation.
213;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Sharp downhill curve with low friction and a car parked illegally on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with the parked car""";S1; The severity of the hazardous event is predicted as S1, indicating light and moderate injuries. This is based on the scenario where CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a parked car. Given the nature of the event, the impact speed is likely to be low as it involves a parked car, and the persons involved would likely be the driver or passengers of the ego vehicle. The severity is not higher as the collision is not with a moving vehicle or a narrow stationary object at high speed, which would lead to more severe injuries.
214;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with signalized pedestrian crosswalks on a multi-lane street and a bicycle is crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into a parked car""";S1;The severity of the hazardous event where CAEM produces a lateral motion request causing the vehicle to swerve into a parked car is predicted as S1. This is because the event involves a collision with a stationary object (parked car) at a potentially low speed, which may lead to light and moderate injuries. The impact speed is likely not high enough to cause severe or life-threatening injuries, as the vehicle is swerving rather than directly colliding at high speed. However, the severity could be higher if there are unprotected road users nearby or passengers in the parked car.
215;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Intersection with stop signs, pedestrian crossing the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily""";S1; The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
216;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Intersection with stop signs, debris on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily""";S1; The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve unnecessarily. Considering the nature of the event, the severity is likely to be S1 as it may result in light and moderate injuries due to sudden swerving. The impact speed is not explicitly high, and there is no direct collision mentioned. However, the sudden swerve might cause discomfort or minor injuries to the passengers or driver of the ego vehicle. The severity is not higher because there's no mention of a collision with other vehicles or pedestrians, and the passenger compartment deformation is unlikely in this scenario.
217;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Intersection with stop signs, no other road users or objects""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily""";S1; The hazardous event involves a lateral motion request causing the vehicle to swerve unnecessarily, which could potentially lead to a collision with a roadside infrastructure or another vehicle. However, given the absence of specific factors such as high speed, the likelihood of severe or fatal injuries is relatively low. Therefore, the predicted severity is S1, indicating light to moderate injuries.
218;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a multi-lane one-way street with adjacent parking lanes and dotted line markings, a pedestrian suddenly crosses the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into an adjacent lane where there is no hazardous collision object""";S0; The severity of the hazardous event is predicted to be S0 as the CAEM-induced lateral motion request causes the vehicle to swerve into an adjacent lane where there is no hazardous collision object. This implies that there is no collision or rollover, hence no injuries are expected. The event can be compared to leaving the road without collision or rollover - a scenario that falls under the S0 severity class.
219;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a multi-lane one-way street with adjacent parking lanes and dotted line markings, a truck is parked in the parking lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the truck when there is no hazardous collision object""";S1; The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve into the truck does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
220;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a multi-lane one-way street with adjacent parking lanes and dotted line markings, a car is driving in the same direction in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the car when there is no hazardous collision object""";S1; The hazardous event involves a lateral motion request causing the vehicle to swerve into another car, which can be classified as a front collision with another vehicle at potentially low speed. Since there is no hazardous collision object involved, it is unlikely to cause severe or life-threatening injuries. Therefore, the severity is predicted as S1, which corresponds to light and moderate injuries. The impact speed would be determined by the maximum allowed speed of the vehicles involved and the specific circumstances of the scenario. However, given the information provided, severe or life-threatening injuries are not anticipated.
221;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a car suddenly brakes in front""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S1; The severity of the hazardous event, where CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane, is predicted as S1. This is because the event involves a sudden change in the vehicle's direction, which could potentially lead to a collision with another vehicle or roadside infrastructure, causing light to moderate injuries. However, the severity may not escalate to S2 or S3 as the impact speed might not be high enough to cause severe or life-threatening injuries, given that the event is triggered by a lateral motion request and not a high-speed chase or a head-on collision scenario.
222;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a pedestrian suddenly crosses the road""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S1;" The severity of the hazardous event where ""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane"" is predicted to be S1. This is based on the assumption that the swerve into the next lane might result in a rear or front collision with another passenger car at a very low speed, which is an example of a situation that leads to light and moderate injuries. The impact speed is predicted to be low due to the immediate reaction of the ego vehicle to the lateral motion request, and the potential victims could be the driver or passengers of the ego vehicle or of the other vehicles in the next lane."
223;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a truck is broken down in the lane ahead""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S1; The hazardous event involves a lateral motion request by the CAEM causing the ego vehicle to swerve into the next lane. This could potentially result in light to moderate injuries, especially if there are other vehicles in the next lane. The severity class is predicted as S1 because the event might lead to a side impact with another vehicle, but considering the maximum allowed speed and the nature of the event, it is unlikely to cause severe or life-threatening injuries. However, the severity may increase if the ego vehicle is traveling at high speed or if there are unprotected road users in the next lane.
224;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Ego vehicle in tunnel with stationary broken-down vehicle"; Hazardous Event: CAEM produces unnecessary lateral motion causing collision with stationary vehicle;S1; The hazardous event involves a collision with a stationary vehicle due to unnecessary lateral motion by CAEM, which could potentially cause light to moderate injuries to the driver or passengers involved. This is based on the impact speed and the fact that the collision is with a stationary vehicle, not involving any unprotected road users such as pedestrians or cyclists.
225;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a roundabout with a car parked on the side of the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the parked car""";S1; The hazardous event involves a lateral motion request by CAEM causing the vehicle to swerve into a parked car. Given the scenario, the impact speed is likely to be low as the vehicle is swerving rather than colliding head-on. The severity is predicted as S1, indicating light to moderate injuries, as the event is akin to a side impact with a stationary object at low speed. The individuals involved in this accident are likely to be the driver or passengers of the ego vehicle, who could sustain injuries from the sudden swerve and impact.
226;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A pedestrian suddenly crosses the road from the emergency lane on a downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into another lane when there was no need to avoid the pedestrian""";S1; The severity of the hazardous event is predicted as S1 considering that the CAEM's unnecessary lateral motion request caused the vehicle to swerve into another lane. This could potentially result in light to moderate injuries due to a possible collision with another vehicle. The severity is not higher as the maximum allowed speed of the vehicles involved is not stated to be high, and there was no direct impact with a pedestrian or stationary object.
227;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A car in front suddenly brakes on a downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the emergency lane when there was no need to avoid the car""";S1;The hazardous event involves a sudden swerve into the emergency lane due to a malfunction of the CAEM system. This could potentially cause a collision with roadside infrastructure, such as barriers or emergency signs, leading to light and moderate injuries to the driver or passengers. However, considering there was no need to avoid another vehicle, the impact speed is likely to be low, and the severity of injuries is not expected to be severe or life-threatening.
228;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A truck is slowly moving in the same direction on a downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into another lane when there was no need to avoid the truck""";S1; The hazardous event produced by CAEM caused the vehicle to swerve into another lane unnecessarily, which could potentially lead to light and moderate injuries due to a possible collision with another vehicle. The severity is predicted as S1 based on the assumption that the impact speed would be relatively low as the vehicle is changing lanes, and the potential harm is estimated to be less severe than a head-on collision or a high-speed crash.
229;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A bicycle is moving in the same direction on a downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the emergency lane when there was no need to avoid the bicycle""";S1; The CAEM's unnecessary lateral motion request causing the vehicle to swerve into the emergency lane does not involve a direct collision with a pedestrian or another vehicle. However, the sudden swerve could potentially cause light to moderate injuries to the occupants of the vehicle due to the abrupt change in motion.
230;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A speed limit sign is on the side of the downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into another lane when there was no need to avoid the sign""";S1; The severity of the hazardous event is predicted as S1 as the CAEM's unnecessary lateral motion request causing the vehicle to swerve into another lane could result in a collision with another vehicle. However, considering the scenario doesn't specify high impact speed or a collision with a stationary object, it is unlikely to cause severe or life-threatening injuries. Therefore, the severity is classified as S1, indicating light to moderate injuries.
231;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Traversing a gentle curve on a single-lane uphill road with an adjacent parking lane and a pedestrian crossing the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the parking lane when there is no hazardous collision object in the vicinity""";S0; The severity of the hazardous event is predicted as S0 as the CAEM's lateral motion request causes the vehicle to swerve into the parking lane where there are no hazardous collision objects in the vicinity. Therefore, the potential harm is minimal with no injuries, similar to leaving the road without collision or rollover.
232;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Traversing a gentle curve on a single-lane uphill road with an adjacent parking lane and a bus approaching from opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the bus when there is no hazardous collision object in the vicinity""";S1;The hazardous event involves a lateral motion request causing the vehicle to swerve into a bus, however, as there is no hazardous collision object in the vicinity, the impact speed would be relatively low. The individuals involved would likely be the driver and passengers of the ego vehicle and the bus. Given the low impact speed and lack of hazardous collision objects, injuries are likely to be light to moderate, falling under severity class S1.
233;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Traversing a gentle curve on a single-lane uphill road with an adjacent parking lane and a tree falls on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve and hit the fallen tree when there is no hazardous collision object in the vicinity""";S1; The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request caused the vehicle to swerve and hit a fallen tree, which is a narrow stationary object. However, since there is no hazardous collision object in the vicinity, the impact speed is likely to be very low, resulting in light to moderate injuries.
234;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a multi-lane wet road with low friction, passing through a grade-separated intersection using an overpass with debris in the road""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to swerve to avoid the non-existent object and potentially collide with the debris""";S1; The severity of the hazardous event is predicted as S1 because the vehicle's swerving action, due to a false alarm from the CAEM, might lead to a collision with debris. This could result in light to moderate injuries, especially if the vehicle is moving at a low speed. The impact speed is predicted to be low as there is no actual hazardous collision object in the vicinity, and the collision, if any, would be with the debris on the road.
235;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a multi-lane wet road with low friction, passing through a grade-separated intersection using an overpass with no other road users or objects present""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to swerve unnecessarily and potentially lose control due to the wet road conditions""";S1; The severity of the hazardous event is predicted as S1 because the vehicle's unnecessary swerving due to the CAEM's false lateral motion request, especially under wet road conditions, could lead to loss of control and a possible collision. However, given the absence of any hazardous collision object in the vicinity, the impact speed is likely to be low, leading to light or moderate injuries.
236;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Navigating a single-lane downhill road that transitions into a tunnel with a marked pedestrian crossing. A bicycle is coming from the opposite direction""";"""Hazardous Event: CAEM produces a left lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to veer towards the bicycle""";S1; The hazardous event involves an unexpected lateral motion of the vehicle towards a bicycle. Given that there is no hazardous collision object in the vicinity, it is likely that the impact speed would be low, leading to light or moderate injuries to the cyclist. This falls under the S1 severity class.
237;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Navigating a single-lane downhill road that transitions into a tunnel with a marked pedestrian crossing. A truck is parked on the side of the road""";"""Hazardous Event: CAEM produces a right lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to veer towards the parked truck""";S1; The hazardous event involves the vehicle veering towards a parked truck due to a right lateral motion request with no hazardous collision object in vicinity. This scenario could potentially result in a side impact with the parked truck, which based on the severity classes, could result in light and moderate injuries (S1). The impact speed is not specified but considering that the vehicle was not initially heading towards any hazardous object, it can be inferred that the speed may not be high enough to cause severe or life-threatening injuries.
