id;guideword;hazard;detailed_scenario;hazardous_event;severity;severity_rationale
314;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;Highway construction zone with workers present;CAEM fails to produce a lateral motion request, leading to a collision with construction equipment;S2;The hazardous event involves a collision with construction equipment in a highway construction zone. The potential impact speed and equipment structure could result in severe injuries to the vehicle's occupants.
315;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Highway rest area with vehicles and pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve towards pedestrians;S3;The hazardous event involves swerving towards pedestrians in a highway rest area. The high vulnerability of pedestrians and potential impact speed could result in life-threatening injuries or fatalities.
316;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;Rural road with a cyclist ahead;CAEM fails to produce a lateral motion request, leading to a collision with the cyclist;S2;The hazardous event involves a collision with a cyclist on a rural road. The high vulnerability of cyclists and potential impact speed could result in severe injuries.
317;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Approaching a rural intersection with a tractor crossing;CAEM produces a lateral motion request causing the vehicle to swerve into the path of the tractor;S2;The hazardous event involves a collision with a tractor at a rural intersection. The potential impact speed and structure of the tractor could result in severe injuries to the vehicle's occupants.
318;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;Highway exit ramp with a disabled vehicle on the shoulder;CAEM fails to produce a lateral motion request, leading to a collision with the disabled vehicle;S2;The hazardous event involves a collision with a disabled vehicle on a highway exit ramp. The potential impact speed and location could result in severe injuries to the vehicle's occupants.
319;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Highway with heavy rain and limited visibility;CAEM produces a lateral motion request causing the vehicle to swerve into another lane, colliding with another vehicle;S2;The hazardous event involves a collision with another vehicle on a highway in heavy rain. The limited visibility and potential impact speed could result in severe injuries to the vehicle's occupants.
320;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Mountain pass with sharp curves and a cyclist ahead;CAEM produces a lateral motion request causing the vehicle to swerve towards the cyclist;S2;The hazardous event involves swerving towards a cyclist on a mountain pass. The high vulnerability of cyclists and potential impact speed could result in severe injuries.
321;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Approaching a toll booth with multiple lanes;CAEM produces a lateral motion request causing the vehicle to swerve into another lane, colliding with another vehicle;S2;The hazardous event involves a collision with another vehicle at a toll booth due to an unnecessary swerve. The potential impact speed and toll booth conditions could result in severe injuries to the vehicle's occupants.
322;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Urban area with jaywalking pedestrians and parked cars;CAEM produces a lateral motion request causing the vehicle to swerve into a parked car;S1;The hazardous event involves swerving into a parked car in an urban area. The low speed in such areas makes severe injuries less likely, resulting in light to moderate injuries.
323;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;Driving in a city center with heavy pedestrian traffic;CAEM fails to produce a lateral motion request, leading to a collision with a pedestrian;S3;The hazardous event involves a collision with a pedestrian in a city center. The high pedestrian density and vulnerability of pedestrians could result in life-threatening injuries or fatalities.
324;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Highway with heavy rain and limited visibility;CAEM produces a lateral motion request causing the vehicle to swerve into another lane, colliding with a vehicle;S2;The hazardous event involves a collision with another vehicle on a highway in heavy rain. The limited visibility and potential impact speed could result in severe injuries to the vehicle's occupants.
325;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;School zone with children crossing the road;CAEM produces a lateral motion request causing the vehicle to swerve towards the crossing children;S3;The hazardous event involves swerving towards crossing children in a school zone. The high vulnerability of children and potential impact speed could result in life-threatening injuries or fatalities.
326;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Mountain road with sharp curves and a cyclist ahead;CAEM produces a lateral motion request causing the vehicle to swerve towards the cyclist;S2;The hazardous event involves swerving towards a cyclist on a mountain road. The high vulnerability of cyclists and potential impact speed could result in severe injuries.
327;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;Suburban street with a cyclist ahead;CAEM fails to produce a lateral motion request, leading to a collision with the cyclist;S2;The hazardous event involves a collision with a cyclist on a suburban street. The high vulnerability of cyclists and potential impact speed could result in severe injuries.
328;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a roundabout with a motorbike in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike's path""";S2;The event involves a swerve towards a motorbike, an unprotected road user, potentially causing severe and life-threatening injuries due to the impact.
329;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with an emergency vehicle approaching from behind""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the emergency vehicle's lane""";S2;The hazardous event could obstruct the emergency vehicle and lead to a collision, causing severe injuries due to the high speed.
330;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a four-way stop with another car stopped at the intersection""";"""CAEM produces a lateral motion request causing the vehicle to collide with the stopped car""";S1;This event could result in light to moderate injuries due to the low speed at a stop sign.
331;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with a horse-drawn carriage in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to collide with the carriage""";S2;The severity is high due to the vulnerability of the horse and passengers, possibly leading to severe injuries.
332;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a city street with parked cars on both sides""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe a parked car""";S1;The event is likely to cause light to moderate injuries due to the low speed and nature of the collision.
333;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a pedestrian crossing at a school zone""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the crosswalk""";S2;Potential for severe injuries to pedestrians, particularly children, who are unprotected road users.
334;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a semi-truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to move into the semi-truck's lane""";S3;The severity is high due to the potential for a high-speed collision with a large vehicle, leading to life-threatening injuries.
335;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a narrow bridge with a cyclist on the side""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;The cyclist is at high risk of severe and life-threatening injuries due to the vehicle's sudden motion.
336;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a residential area with children playing on the sidewalk""";"""CAEM produces a lateral motion request causing the vehicle to swerve onto the sidewalk""";S3;High risk of fatal or life-threatening injuries to children, who are unprotected road users.
337;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a yield sign with a pedestrian crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian""";S3;High potential for life-threatening injuries to the pedestrian, who is an unprotected road user.
338;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a wet road with a sharp curve ahead""";"""CAEM produces a lateral motion request causing the vehicle to skid and lose control""";S2;The loss of control could result in a severe collision with roadside objects or other vehicles.
339;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a busy urban intersection with a bus in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to collide with the bus""";S2;The event could cause severe injuries due to the size difference between the vehicles and potential impact speed.
340;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a mountain road with a steep drop-off on one side""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the drop-off""";S3;High risk of fatal injuries if the vehicle goes off the road due to the steep drop-off.
341;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a tunnel entrance with a car exiting the tunnel""";"""CAEM produces a lateral motion request causing the vehicle to collide with the exiting car""";S2;The severity is high due to the potential for a high-speed collision at the tunnel entrance.
342;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway at night with a truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the truck""";S2;The event could lead to severe injuries due to the high-speed collision with a large vehicle at night.
343;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a busy market street with pedestrians crossing intermittently""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian area""";S3;High risk of severe and life-threatening injuries to multiple pedestrians due to the sudden swerve.
344;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a suburban neighborhood with parked cars on both sides""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe a parked car""";S1;Light to moderate injuries likely due to the low speed and nature of the collision.
345;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a roundabout with a cyclist in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to veer into the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
346;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight highway with a motorbike in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
347;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a busy crosswalk with pedestrians waiting to cross""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the crosswalk""";S3;High potential for life-threatening injuries to pedestrians due to the sudden swerve into the crosswalk.
348;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a freeway with a car in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe the adjacent car""";S2;The event could cause severe injuries due to the high speed and potential for a multi-vehicle collision.
349;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a narrow country road with a tractor approaching from the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the path of the tractor""";S2;High risk of severe injuries due to the size and speed difference between the vehicles.
350;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a city street with parked cars on one side and a cyclist lane on the other""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the cyclist lane""";S2;High risk of severe injuries to the cyclist, who is an unprotected road user, due to the sudden swerve.
351;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a pedestrian crosswalk with children crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the crosswalk""";S3;High potential for life-threatening injuries to children, who are unprotected road users.
352;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a two-lane highway with a motorcycle in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorcycle""";S2;The motorcyclist is at high risk of severe and life-threatening injuries due to the collision.
353;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a curve on a mountain road with a cyclist ahead""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
354;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a busy downtown area with pedestrians crossing intermittently""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian area""";S3;High potential for severe and life-threatening injuries to multiple pedestrians due to the sudden swerve.
355;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a red light with cars stopped ahead""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the stopped cars""";S2;The event could cause severe injuries due to the sudden collision with stationary vehicles.
356;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with a deer crossing ahead""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the deer""";S1;The event may result in moderate injuries due to the collision with the deer.
357;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a tunnel with a cyclist riding on the shoulder""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
358;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a motorbike overtaking from the right""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
359;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a busy intersection with a pedestrian crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the crosswalk""";S3;High potential for life-threatening injuries to the pedestrian, who is an unprotected road user.
360;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a large truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe the truck""";S2;The event could cause severe injuries due to the high-speed collision with a large vehicle.
361;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a residential street with parked cars on both sides""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe a parked car""";S1;Light to moderate injuries likely due to the low speed and nature of the collision.
362;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a roundabout with a motorbike in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to veer into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
363;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a car in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the adjacent car""";S2;The event could cause severe injuries due to the high speed and potential for a multi-vehicle collision.
364;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a busy market street with pedestrians crossing intermittently""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian area""";S3;High potential for severe and life-threatening injuries to multiple pedestrians due to the sudden swerve.
365;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with a tractor in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to veer into the path of the tractor""";S2;High risk of severe injuries due to the size and speed difference between the vehicles.
366;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a city street with parked cars on both sides""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe a parked car""";S1;The event is likely to cause light to moderate injuries due to the low speed and nature of the collision.
367;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a motorbike overtaking from the left""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
368;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a pedestrian crossing at a school zone""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the crosswalk""";S2;Potential for severe injuries to pedestrians, particularly children, who are unprotected road users.
369;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight highway with a motorbike in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
370;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a four-way stop with another car stopped at the intersection""";"""CAEM produces a lateral motion request causing the vehicle to collide with the stopped car""";S1;This event could result in light to moderate injuries due to the low speed at a stop sign.
371;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a mountain road with a steep drop-off on one side""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the drop-off""";S3;High risk of fatal injuries if the vehicle goes off the road due to the steep drop-off.
372;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a narrow bridge with a cyclist on the side""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;The cyclist is at high risk of severe and life-threatening injuries due to the vehicle's sudden motion.
373;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a residential area with children playing on the sidewalk""";"""CAEM produces a lateral motion request causing the vehicle to swerve onto the sidewalk""";S3;High risk of fatal or life-threatening injuries to children, who are unprotected road users.
374;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a yield sign with a pedestrian crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian""";S3;High potential for life-threatening injuries to the pedestrian, who is an unprotected road user.
375;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a wet road with a sharp curve ahead""";"""CAEM produces a lateral motion request causing the vehicle to skid and lose control""";S2;The loss of control could result in a severe collision with roadside objects or other vehicles.
376;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a red light with a cyclist stopped ahead""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
377;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway at night with a truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the truck""";S2;The event could lead to severe injuries due to the high-speed collision with a large vehicle at night.
378;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a busy urban intersection with a bus in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to collide with the bus""";S2;The event could cause severe injuries due to the size difference between the vehicles and potential impact speed.
379;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a tunnel entrance with a car exiting the tunnel""";"""CAEM produces a lateral motion request causing the vehicle to collide with the exiting car""";S2;The severity is high due to the potential for a high-speed collision at the tunnel entrance.
380;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a semi-truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to move into the semi-truck's lane""";S3;The severity is high due to the potential for a high-speed collision with a large vehicle, leading to life-threatening injuries.
381;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a narrow country road with a tractor approaching from the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the path of the tractor""";S2;High risk of severe injuries due to the size and speed difference between the vehicles.
382;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a pedestrian crosswalk with children crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the crosswalk""";S3;High potential for life-threatening injuries to children, who are unprotected road users.
383;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with a horse-drawn carriage in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to collide with the carriage""";S2;The severity is high due to the vulnerability of the horse and passengers, possibly leading to severe injuries.
384;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a mountain road with a cyclist ahead""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
385;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a large truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe the truck""";S2;The event could cause severe injuries due to the high-speed collision with a large vehicle.
386;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a roundabout with a cyclist in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to veer into the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
387;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a car in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe the adjacent car""";S2;The event could cause severe injuries due to the high speed and potential for a multi-vehicle collision.
388;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a busy crosswalk with pedestrians waiting to cross""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the crosswalk""";S3;High potential for life-threatening injuries to pedestrians due to the sudden swerve into the crosswalk.
389;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight highway with a motorcycle in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorcycle""";S2;The motorcyclist is at high risk of severe and life-threatening injuries due to the collision.
390;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a semi-truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to move into the semi-truck's lane""";S3;The severity is high due to the potential for a high-speed collision with a large vehicle, leading to life-threatening injuries.
391;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a narrow bridge with a cyclist on the side""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;The cyclist is at high risk of severe and life-threatening injuries due to the vehicle's sudden motion.
392;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a busy downtown area with pedestrians crossing intermittently""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian area""";S3;High potential for severe and life-threatening injuries to multiple pedestrians due to the sudden swerve.
393;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a tunnel with a cyclist riding on the shoulder""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
394;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a busy intersection with a pedestrian crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the crosswalk""";S3;High potential for life-threatening injuries to the pedestrian, who is an unprotected road user.
395;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with a horse-drawn carriage in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to collide with the carriage""";S2;The severity is high due to the vulnerability of the horse and passengers, possibly leading to severe injuries.
396;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a motorbike overtaking from the right""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
397;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a two-lane highway with a motorcycle in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorcycle""";S2;The motorcyclist is at high risk of severe and life-threatening injuries due to the collision.
398;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a large truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe the truck""";S2;The event could cause severe injuries due to the high-speed collision with a large vehicle.
399;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a motorbike in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
400;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a mountain road with a steep drop-off on one side""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the drop-off""";S3;High risk of fatal injuries if the vehicle goes off the road due to the steep drop-off.
401;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a yield sign with a pedestrian crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian""";S3;High potential for life-threatening injuries to the pedestrian, who is an unprotected road user.
402;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a residential area with children playing on the sidewalk""";"""CAEM produces a lateral motion request causing the vehicle to swerve onto the sidewalk""";S3;High risk of fatal or life-threatening injuries to children, who are unprotected road users.
403;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight highway with a motorbike in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
404;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with a deer crossing ahead""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the deer""";S1;The event may result in moderate injuries due to the collision with the deer.
405;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a busy market street with pedestrians crossing intermittently""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the pedestrian area""";S3;High potential for severe and life-threatening injuries to multiple pedestrians due to the sudden swerve.
406;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway at night with a car in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the adjacent car""";S2;The event could cause severe injuries due to the high speed and potential for a multi-vehicle collision at night.
407;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a mountain road with a cyclist ahead""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
408;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a large truck in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe the truck""";S2;The event could cause severe injuries due to the high-speed collision with a large vehicle.
409;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a pedestrian crossing at a school zone""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the crosswalk""";S2;Potential for severe injuries to pedestrians, particularly children, who are unprotected road users.
410;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with a motorbike overtaking from the left""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike""";S2;The motorbike rider is at high risk of severe and life-threatening injuries due to the collision.
411;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a two-lane highway with a motorcycle in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorcycle""";S2;The motorcyclist is at high risk of severe and life-threatening injuries due to the collision.
412;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a curve on a mountain road with a cyclist ahead""";"""CAEM produces a lateral motion request causing the vehicle to veer towards the cyclist""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
413;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a narrow city street with parked cars on both sides""";"""CAEM produces a lateral motion request causing the vehicle to swerve into a parked car""";S2;Potential for severe injuries due to sudden collision with a stationary object.
414;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a multi-lane highway with a bus in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the bus""";S2;The severity is high due to the large size of the bus and potential for significant impact force.
415;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating a roundabout with a motorcycle in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to collide with the motorcycle""";S2;The motorcyclist is at high risk of severe injuries due to the collision.
416;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a residential area with pedestrians on the sidewalk""";"""CAEM produces a lateral motion request causing the vehicle to swerve onto the sidewalk""";S3;High risk of severe and life-threatening injuries to pedestrians.
417;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a busy junction with vehicles stopping and starting""";"""CAEM produces a lateral motion request causing the vehicle to sideswipe another car""";S2;Potential for severe injuries due to collision in a congested area.
